beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"India Pale Ale","Cervejaria Barba","IPA - American",6.2,62,,KAMAO,"Porto Alegre",RS,Brasil,-30.041,-51.2254,,"2016-08-13 22:01:40",https://untappd.com/c/348390999,https://untappd.com/beer/1491969,https://untappd.com/brewery/225481,Brazil,"Porto Alegre","Rio Grande do Sul",,,,348390999,1491969,225481,https://untappd.s3.amazonaws.com/photo/2016_08_14/2a1ad1edd3357a9962d2b95d0af7be87_raw.jpg,3.74,3.7,,0,0
"Província Dunkel Brazilian Style","Cervejaria Riograndense","Lager - Munich Dunkel",5,27,,KAMAO,"Porto Alegre",RS,Brasil,-30.041,-51.2254,,"2016-08-13 23:54:22",https://untappd.com/c/348475004,https://untappd.com/beer/450124,https://untappd.com/brewery/23596,Brazil,"Santa Maria","Rio Grande do Sul",,,,348475004,450124,23596,,3.25,3.41,,1,0
Euforia,"Cervejaria Mistura Clássica","IPA - Session / India Session Ale",4,0,,,,,,,,,"2016-08-17 19:19:02",https://untappd.com/c/349588254,https://untappd.com/beer/637031,https://untappd.com/brewery/11443,Brazil,"Angra dos Reis","Rio de Janeiro",,,,349588254,637031,11443,,3.47,3.51,,0,0
"Red Ale","Dado Bier","Red Ale - Irish",5.3,22,,"Dado Bier Restaurante","Porto Alegre",RS,Brasil,-30.0225,-51.163,4,"2016-08-17 20:11:44",https://untappd.com/c/349612508,https://untappd.com/beer/39882,https://untappd.com/brewery/5717,Brazil,"Porto Alegre","Rio Grande do Sul",,,,349612508,39882,5717,,3.31,3.35,,1,0
"Noctua Dark","Cerveja Coruja","Lager - Dark",7.2,53,,,,,,,,,"2016-08-22 18:55:17",https://untappd.com/c/351786686,https://untappd.com/beer/811896,https://untappd.com/brewery/51729,Brazil,Forquilhinha,"Santa Catarina",,,,351786686,811896,51729,,3.65,3.66,,0,0
"Pale Ale",Whitehead,"Pale Ale - English",5,0,,"A Virgem Bar","Porto Alegre",RS,Brasil,-30.0431,-51.2167,,"2016-08-22 23:07:45",https://untappd.com/c/351881669,https://untappd.com/beer/114380,https://untappd.com/brewery/18606,Brazil,"Porto Alegre","Rio Grande do Sul",,,,351881669,114380,18606,,3.31,3.49,,0,0
"Belgian Pale Ale","Babilônia Cervejas Artesanais","Pale Ale - Belgian",5.5,0,,"A Virgem Bar","Porto Alegre",RS,Brasil,-30.0431,-51.2167,,"2016-08-22 23:07:48",https://untappd.com/c/351881838,https://untappd.com/beer/193487,https://untappd.com/brewery/30084,Brazil,"Porto Alegre","Rio Grande do Sul",,,,351881838,193487,30084,,3.36,3.59,,0,0
"Bohemian Pilsner","Cervejaria Wäls","Pilsner - Czech",5.5,42,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,,"2016-08-27 14:15:18",https://untappd.com/c/353418276,https://untappd.com/beer/103240,https://untappd.com/brewery/5439,Brazil,"Belo Horizonte","Minas Gerais",,,,353418276,103240,5439,,3.58,3.59,,0,0
Dubbel,"Cervejaria Wäls","Belgian Dubbel",7.5,26,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,5,"2016-08-28 13:22:40",https://untappd.com/c/354065889,https://untappd.com/beer/34908,https://untappd.com/brewery/5439,Brazil,"Belo Horizonte","Minas Gerais",,,,354065889,34908,5439,https://untappd.s3.amazonaws.com/photo/2016_08_28/1c0ac1d67d397974e2396fd331d56238_raw.jpg,3.89,3.88,,0,0
"Unique (2015)","Cervejaria Wäls","Barleywine - American",12,100,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,,"2016-08-28 19:57:01",https://untappd.com/c/354274808,https://untappd.com/beer/1274153,https://untappd.com/brewery/5439,Brazil,"Belo Horizonte","Minas Gerais",,,,354274808,1274153,5439,https://untappd.s3.amazonaws.com/photo/2016_08_28/05277d01832702c8ff00ee897c52d406_raw.jpg,3.64,3.66,,0,0
"Dom Doca","DOM Haus","Belgian Blonde",6.5,18,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,,"2016-08-29 19:54:21",https://untappd.com/c/354511657,https://untappd.com/beer/888635,https://untappd.com/brewery/142458,Brazil,Araquari,"Santa Catarina",,,,354511657,888635,142458,https://untappd.s3.amazonaws.com/photo/2016_08_29/2cfafbc5574701b1b584ba52261db59a_raw.jpg,3.27,3.36,,0,0
"Maredsous Brune / Bruin","Abbaye de Maredsous","Belgian Dubbel",8,24,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,,"2016-09-01 18:33:05",https://untappd.com/c/355213541,https://untappd.com/beer/9652,https://untappd.com/brewery/6,Belgium,Breendonk,Vlaanderen,,,,355213541,9652,6,https://untappd.s3.amazonaws.com/photo/2016_09_01/f92a21b910bc80b5477394f03a23903e_raw.jpg,3.64,3.64,,0,0
"Arrogant Bastard Ale","Arrogant Consortia","Strong Ale - American",7.2,100,"sdds America",,,,,,,4.5,"2016-09-03 00:00:30",https://untappd.com/c/355871838,https://untappd.com/beer/18099,https://untappd.com/brewery/234399,"United States",Escondido,CA,,,,355871838,18099,234399,https://untappd.s3.amazonaws.com/photo/2016_09_03/cebfb3ca9196ab28ff9dfb8b2f6277a8_raw.jpg,3.72,3.72,,0,0
Vixnu,"Cervejaria Colorado","IPA - Imperial / Double",9.5,75,,,,,,,,,"2016-09-03 21:50:49",https://untappd.com/c/356470437,https://untappd.com/beer/69109,https://untappd.com/brewery/4804,Brazil,"Ribeirão Preto","São Paulo",,,,356470437,69109,4804,,3.76,3.76,,0,0
Winterbock,"Flensburger Brauerei Emil Petersen","Bock - Single / Traditional",7,0,,,,,,,,,"2016-09-03 22:31:34",https://untappd.com/c/356503389,https://untappd.com/beer/26891,https://untappd.com/brewery/534,Germany,Flensburg,Schleswig-Holstein,,,,356503389,26891,534,,3.39,3.4,,0,0
Export,"Cervejaria Abadessa","Lager - Dortmunder / Export",5,12,,"BierMarkt Vom Fass","Porto Alegre",RS,Brasil,-30.0216,-51.2035,,"2016-09-06 21:11:55",https://untappd.com/c/357616690,https://untappd.com/beer/95736,https://untappd.com/brewery/14636,Brazil,"Pareci Novo","Rio Grande do Sul",,,,357616690,95736,14636,,3.62,3.63,,0,0
"Brooklyn East IPA","Brooklyn Brewery","IPA - English",6.9,47,,"BierMarkt Vom Fass","Porto Alegre",RS,Brasil,-30.0216,-51.2035,5,"2016-09-06 21:18:00",https://untappd.com/c/357618964,https://untappd.com/beer/1826,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,357618964,1826,259,,3.51,3.51,,0,0
"Holy Cow #2","Seasons Craft Brewery","IPA - American",7.5,85,,"BierMarkt Vom Fass","Porto Alegre",RS,Brasil,-30.0216,-51.2035,,"2016-09-06 21:33:40",https://untappd.com/c/357624940,https://untappd.com/beer/945826,https://untappd.com/brewery/17236,Brazil,"Porto Alegre","Rio Grande do Sul",,,,357624940,945826,17236,,4.18,4.15,,0,0
"Maria Degolada",Anner,"Belgian Tripel",11.1,0,,Apolinário,"Porto Alegre",RS,Brasil,-30.0398,-51.2235,,"2016-09-08 22:54:51",https://untappd.com/c/358165424,https://untappd.com/beer/117761,https://untappd.com/brewery/17431,Brazil,"Porto Alegre","Rio Grande do Sul",,,,358165424,117761,17431,,3.76,3.75,,0,0
Weiss,"Micro Cervejaria Barley",Hefeweizen,5,0,,Apolinário,"Porto Alegre",RS,Brasil,-30.0398,-51.2235,,"2016-09-09 00:19:01",https://untappd.com/c/358197455,https://untappd.com/beer/148535,https://untappd.com/brewery/23938,Brazil,"Capela de Santana","Rio Grande do Sul",,,,358197455,148535,23938,,3.56,3.62,,0,0
"Red""BLOODY""Ale",Maniba,"Red Ale - American Amber / Red",5.5,40,,"Monastério Cervejas Especiais",Cricúma,SC,Brasil,-28.6824,-49.3638,,"2016-09-11 01:37:36",https://untappd.com/c/359340698,https://untappd.com/beer/415003,https://untappd.com/brewery/68382,Brazil,"Novo Hamburgo","Rio Grande do Sul",,,,359340698,415003,68382,,3.76,3.75,,0,0
"Extra Lager","Cerveja Coruja","Lager - Helles",6.5,25,,"Green Original Pub",Criciúma,SC,Brasil,-28.6923,-49.3715,,"2016-09-11 01:39:54",https://untappd.com/c/359341280,https://untappd.com/beer/53032,https://untappd.com/brewery/51729,Brazil,Forquilhinha,"Santa Catarina",,,,359341280,53032,51729,,3.63,3.63,,0,0
"Mahatma - South American IPA (SAIPA)","Zapata Cervejaria Rural","IPA - International",5.8,50,,"Monastério Cervejas Especiais",Cricúma,SC,Brasil,-28.6824,-49.3638,,"2016-09-17 19:19:19",https://untappd.com/c/361617514,https://untappd.com/beer/1247940,https://untappd.com/brewery/227219,Brazil,Viamão,"Rio Grande do Sul",,,,361617514,1247940,227219,,3.66,3.67,,0,0
"Columbus American IPA","Lagom Brewery & Pub","IPA - American",6.5,0,,"Monastério Cervejas Especiais",Cricúma,SC,Brasil,-28.6824,-49.3638,,"2016-09-17 19:42:24",https://untappd.com/c/361639332,https://untappd.com/beer/195712,https://untappd.com/brewery/19591,Brazil,"Porto Alegre","Rio Grande do Sul",,,,361639332,195712,19591,,3.73,3.71,,0,0
Weiss,"Cervejaria Solerun",Hefeweizen,4.8,12,,"Porto Alegre Hostel Boutique","Porto Alegre",RS,Brasil,-30.0217,-51.2106,,"2016-09-19 17:50:18",https://untappd.com/c/362363267,https://untappd.com/beer/1024488,https://untappd.com/brewery/192728,Brazil,"Nova Prata","Rio Grande do Sul",,,,362363267,1024488,192728,,3.47,3.54,,0,0
Guarani,"Moocabier Cervejas Especiais",Hefeweizen,5,20,,"Porto Alegre Hostel Boutique","Porto Alegre",RS,Brasil,-30.0217,-51.2106,4.5,"2016-09-19 17:50:38",https://untappd.com/c/362363336,https://untappd.com/beer/944383,https://untappd.com/brewery/180797,Brazil,Paraí,"Rio Grande do Sul",,,,362363336,944383,180797,,3.58,3.62,,0,0
"American Pale Ale","Cerveja Bodoque","Pale Ale - American",5.6,35,,"Porto Alegre Hostel Boutique","Porto Alegre",RS,Brasil,-30.0217,-51.2106,,"2016-09-19 18:28:09",https://untappd.com/c/362371092,https://untappd.com/beer/1203806,https://untappd.com/brewery/221067,Brazil,"Porto Alegre","Rio Grande do Sul",,,,362371092,1203806,221067,,3.78,3.75,,1,0
IPA,"Cervejaria Leopoldina","IPA - American",6.5,60,,,,,,,,5,"2016-09-22 21:23:52",https://untappd.com/c/363154607,https://untappd.com/beer/1009897,https://untappd.com/brewery/191587,Brazil,Garibaldi,"Rio Grande do Sul",,,,363154607,1009897,191587,https://untappd.s3.amazonaws.com/photo/2016_09_23/c43c8b8b069d0b9761a0fcd97bcda204_raw.jpg,3.81,3.8,,0,0
Snow,"Gram Bier",Hefeweizen,5,12,,"Empório Canela",Canela,RS,Brasil,-29.364,-50.8103,4.75,"2016-09-24 23:33:20",https://untappd.com/c/364424764,https://untappd.com/beer/894125,https://untappd.com/brewery/123650,Brazil,Gramado,"Rio Grande do Sul",,,,364424764,894125,123650,,3.51,3.54,,1,0
"Roleta Russa American Pale Ale","Cervejaria Imigração","Pale Ale - American",5,36,,,,,,,,4.75,"2016-09-27 21:48:06",https://untappd.com/c/365255521,https://untappd.com/beer/1597735,https://untappd.com/brewery/106396,Brazil,"Campo Bom","Rio Grande do Sul",,,,365255521,1597735,106396,https://untappd.s3.amazonaws.com/photo/2016_09_28/d2297294a57499ed34bd0199928fd882_raw.jpg,3.73,3.72,,0,0
"Original (TAP07)","Schneider Weisse G. Schneider & Sohn",Hefeweizen,5.4,14,,,,,,,,5,"2016-09-28 23:02:56",https://untappd.com/c/365535150,https://untappd.com/beer/11982,https://untappd.com/brewery/1023,Germany,Kelheim,Bayern,,,,365535150,11982,1023,https://untappd.s3.amazonaws.com/photo/2016_09_29/49646e5b04db6285dccdc7bdb347e4ed_raw.jpg,3.68,3.68,,0,0
"Anunciação IPA","Cervejaria Tupiniquim","IPA - American",6.6,70,"Gostinho de IPA",,,,,,,,"2016-09-28 23:04:39",https://untappd.com/c/365535868,https://untappd.com/beer/693900,https://untappd.com/brewery/76097,Brazil,"Porto Alegre","Rio Grande do Sul",,,,365535868,693900,76097,https://untappd.s3.amazonaws.com/photo/2016_09_29/78c2a2fce7e9ec61b6706a7e1df2732d_raw.jpg,3.76,3.76,,0,0
"Belgian Witte","Cervejaria Wäls","Wheat Beer - Witbier",5,20,,,,,,,,,"2016-09-30 19:13:14",https://untappd.com/c/366099088,https://untappd.com/beer/140343,https://untappd.com/brewery/5439,Brazil,"Belo Horizonte","Minas Gerais",,,,366099088,140343,5439,,3.53,3.54,,0,0
"Capitão Senra","Cervejaria Backer","Lager - American Amber / Red",5.3,13,,Cepam,"São Paulo",SP,Brasil,-23.5922,-46.5795,,"2016-10-12 22:09:30",https://untappd.com/c/370805483,https://untappd.com/beer/250547,https://untappd.com/brewery/8979,Brazil,"Belo Horizonte","Minas Gerais",,,,370805483,250547,8979,,3.6,3.6,,0,0
Thai,"Cervejas Barco",Hefeweizen,5.3,12,,,,,,,,4.25,"2016-10-21 23:28:50",https://untappd.com/c/374145942,https://untappd.com/beer/806143,https://untappd.com/brewery/27951,Brazil,Forquilhinha,"Santa Catarina",,,,374145942,806143,27951,,3.59,3.6,,0,0
"Pale Ale","Cervejaria Heilige","Pale Ale - English",5.5,25,,,,,,,,4,"2016-10-21 23:50:43",https://untappd.com/c/374162701,https://untappd.com/beer/246509,https://untappd.com/brewery/35720,Brazil,"Santa Cruz do Sul","Rio Grande do Sul",,,,374162701,246509,35720,,3.55,3.57,,0,0
Stark,Malvadeza,"Pale Ale - Belgian",6.5,20,,,,,,,,,"2016-10-22 05:54:29",https://untappd.com/c/374273344,https://untappd.com/beer/198332,https://untappd.com/brewery/18677,Brazil,"Porto Alegre","Rio Grande do Sul",,,,374273344,198332,18677,,3.48,3.55,,0,0
KombIPA,"Vintage Craft Beer","IPA - American",5.5,62,,"Restaurante & Choperia Essencial","Porto Alegre",RS,Brasil,-30.0276,-51.2281,,"2016-10-24 12:57:25",https://untappd.com/c/375380365,https://untappd.com/beer/1638159,https://untappd.com/brewery/270461,Brazil,"Porto Alegre","Rio Grande do Sul",,,,375380365,1638159,270461,,3.74,3.68,,1,0
"Lost In Translation IPA Brett","Cervejaria Tupiniquim","IPA - Brett",6.5,40,,,,,,,,,"2016-10-24 17:07:32",https://untappd.com/c/375413775,https://untappd.com/beer/626102,https://untappd.com/brewery/76097,Brazil,"Porto Alegre","Rio Grande do Sul",,,,375413775,626102,76097,,3.75,3.75,,0,0
"Kings & Queens","Cervejas Barco","Pale Ale - American",5.8,15,,,,,,,,,"2016-10-25 20:04:10",https://untappd.com/c/375651333,https://untappd.com/beer/156702,https://untappd.com/brewery/27951,Brazil,Forquilhinha,"Santa Catarina",,,,375651333,156702,27951,,3.44,3.47,,0,0
"Viúva Negra","Cervejas Barco","Bock - Doppelbock",7.2,22,,,,,,,,,"2016-10-25 23:40:31",https://untappd.com/c/375740410,https://untappd.com/beer/779847,https://untappd.com/brewery/27951,Brazil,Forquilhinha,"Santa Catarina",,,,375740410,779847,27951,,3.68,3.68,,0,0
"Roleta Russa Imperial IPA","Cervejaria Imigração","IPA - Imperial / Double",7.6,120,,,,,,,,,"2016-10-25 23:42:10",https://untappd.com/c/375741041,https://untappd.com/beer/1012964,https://untappd.com/brewery/106396,Brazil,"Campo Bom","Rio Grande do Sul",,,,375741041,1012964,106396,https://untappd.s3.amazonaws.com/photo/2016_10_26/f00df61acf99fc734ba7d1bfa3e64c91_raw.jpg,3.79,3.78,,0,0
"Amburana Lager","Way Beer","Lager - Dark",8.4,20,,,,,,,,,"2016-10-25 23:42:59",https://untappd.com/c/375741358,https://untappd.com/beer/126893,https://untappd.com/brewery/18116,Brazil,Pinhais,Paraná,,,,375741358,126893,18116,,3.79,3.78,,0,0
"Capivara Little IPA","Cerveja Blumenau","IPA - American",6.6,65,,"Monastério Cervejas Especiais",Cricúma,SC,Brasil,-28.6824,-49.3638,,"2016-10-31 19:24:16",https://untappd.com/c/377937717,https://untappd.com/beer/1200189,https://untappd.com/brewery/220472,Brazil,Blumenau,"Santa Catarina",,,,377937717,1200189,220472,,3.85,3.85,,1,0
"Extra Fancy IPA","Cervejaria Tupiniquim","IPA - American",6.3,70,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,4,"2016-11-09 19:51:35",https://untappd.com/c/380946017,https://untappd.com/beer/626063,https://untappd.com/brewery/76097,Brazil,"Porto Alegre","Rio Grande do Sul",,,,380946017,626063,76097,,3.91,3.89,,0,0
"Cachorro Ovelheiro","Cervejaria Guarnieri","IPA - American",6,65,,"The Weiss Pub","Porto Alegre",RS,Brasil,-30.0242,-51.1897,4.25,"2016-11-30 22:34:28",https://untappd.com/c/388831902,https://untappd.com/beer/753018,https://untappd.com/brewery/159252,Brazil,Farroupilha,"Rio Grande do Sul",,,,388831902,753018,159252,,4.05,4.02,,0,0
"Roleta Russa American Black IPA","Cervejaria Imigração","IPA - Black / Cascadian Dark Ale",6.9,69,,"The Weiss Pub","Porto Alegre",RS,Brasil,-30.0242,-51.1897,,"2016-12-01 00:15:15",https://untappd.com/c/388874686,https://untappd.com/beer/1188393,https://untappd.com/brewery/106396,Brazil,"Campo Bom","Rio Grande do Sul",,,,388874686,1188393,106396,,3.8,3.79,,0,0
"Wheat Orange","Cervejaria Ashby","Fruit Beer",6.7,15,,,,,,,,,"2016-12-02 18:30:33",https://untappd.com/c/389343774,https://untappd.com/beer/1279545,https://untappd.com/brewery/32289,Brazil,Amparo,"São Paulo",,,,389343774,1279545,32289,,2.88,2.96,,0,0
"Ganesha IPA Âmbar","Cervejaria Ashby","IPA - English",5.4,40,,,,,,,,,"2016-12-02 18:30:49",https://untappd.com/c/389343905,https://untappd.com/beer/1281328,https://untappd.com/brewery/32289,Brazil,Amparo,"São Paulo",,,,389343905,1281328,32289,,3.14,3.21,,0,0
"Nirvana IPA","Cervejaria Ashby","IPA - American",5.5,55,,,,,,,,,"2016-12-02 19:08:16",https://untappd.com/c/389364044,https://untappd.com/beer/1281325,https://untappd.com/brewery/32289,Brazil,Amparo,"São Paulo",,,,389364044,1281325,32289,,3.25,3.28,,0,0
"Vishnu IPA Red","Cervejaria Ashby","IPA - Red",5.8,45,,,,,,,,,"2016-12-02 19:08:43",https://untappd.com/c/389364272,https://untappd.com/beer/1281322,https://untappd.com/brewery/32289,Brazil,Amparo,"São Paulo",,,,389364272,1281322,32289,,3.19,3.26,,0,0
"Porco Preto",Maniba,"Lager - Dark",7,60,,"Monastério Cervejas Especiais",Cricúma,SC,Brasil,-28.6824,-49.3638,,"2016-12-03 21:32:38",https://untappd.com/c/390081756,https://untappd.com/beer/878521,https://untappd.com/brewery/68382,Brazil,"Novo Hamburgo","Rio Grande do Sul",,,,390081756,878521,68382,,3.82,3.78,,0,0
IPA,"Lohn Bier","IPA - American",6,54,,"Monastério Cervejas Especiais",Cricúma,SC,Brasil,-28.6824,-49.3638,,"2016-12-03 22:21:42",https://untappd.com/c/390125468,https://untappd.com/beer/1211036,https://untappd.com/brewery/181494,Brazil,"Lauro Müller","Santa Catarina",,,,390125468,1211036,181494,,3.61,3.62,,0,0
"Devassa Loura Puro Malte (Tropical Lager)","Heineken Brasil","Lager - Pale",4.5,7,,"Cervejaria Devassa","Rio de Janeiro",RJ,Brasil,-23.0108,-43.3295,,"2016-12-06 22:47:24",https://untappd.com/c/391057865,https://untappd.com/beer/120376,https://untappd.com/brewery/5719,Brazil,"São Paulo","São Paulo",,,,391057865,120376,5719,,2.65,2.67,,0,0
Organa,"Cervejaria Mohave","Blonde Ale",5.8,30,,Beertaste,"Rio de Janeiro",RJ,Brasil,-23.0032,-43.3212,,"2016-12-09 19:57:58",https://untappd.com/c/391868279,https://untappd.com/beer/1773620,https://untappd.com/brewery/217870,Brazil,"Rio de Janeiro","Rio de Janeiro",,,,391868279,1773620,217870,,3.46,3.6,,0,0
Bandita,"Cervejaria Mohave","Belgian Strong Golden Ale",8.7,26,,,,,,,,,"2016-12-10 12:21:13",https://untappd.com/c/392217229,https://untappd.com/beer/1182740,https://untappd.com/brewery/217870,Brazil,"Rio de Janeiro","Rio de Janeiro",,,,392217229,1182740,217870,,3.63,3.64,,0,0
Coyote,"Cervejaria Mohave","Lager - American Light",5,21,,Beertaste,"Rio de Janeiro",RJ,Brasil,-23.0032,-43.3212,,"2016-12-10 12:21:45",https://untappd.com/c/392217330,https://untappd.com/beer/1412669,https://untappd.com/brewery/217870,Brazil,"Rio de Janeiro","Rio de Janeiro",,,,392217330,1412669,217870,,3.44,3.48,,0,0
"Sete Vidas","W*Kattz Cervejaria","IPA - Rye",7,70,,,,,,,,,"2016-12-10 12:22:38",https://untappd.com/c/392217492,https://untappd.com/beer/1709988,https://untappd.com/brewery/222683,Brazil,"Rio de Janeiro","Rio de Janeiro",,,,392217492,1709988,222683,,3.82,3.8,,1,0
Rizoma,"Cervejaria Dogma","IPA - Imperial / Double",9,80,,"Delirium Café","Rio de Janeiro",RJ,Brasil,-22.9834,-43.2013,,"2016-12-14 21:00:47",https://untappd.com/c/393723918,https://untappd.com/beer/1536694,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,,,393723918,1536694,48736,,4.36,4.33,,0,0
Rocket,"Cervejaria Carioca","IPA - Imperial / Double",8.2,82,,"Delirium Café","Rio de Janeiro",RJ,Brasil,-22.9834,-43.2013,,"2016-12-14 21:01:07",https://untappd.com/c/393724022,https://untappd.com/beer/2078574,https://untappd.com/brewery/307271,Brazil,,,,,,393724022,2078574,307271,,3.96,3.86,,1,0
"18 do Forte","O Motim","IPA - Rye",6,58,,"Pub Escondido, CA","Rio de Janeiro",RJ,Brasil,-22.9784,-43.1898,,"2016-12-17 21:17:46",https://untappd.com/c/394973338,https://untappd.com/beer/883331,https://untappd.com/brewery/169433,Brazil,"Rio de Janeiro","Rio de Janeiro",,,,394973338,883331,169433,,3.76,3.76,,0,0
"Citrus Bomb","Cervejaria Tupiniquim","IPA - Imperial / Double",7.8,80,,"Pub Escondido, CA","Rio de Janeiro",RJ,Brasil,-22.9784,-43.1898,,"2016-12-17 21:18:10",https://untappd.com/c/394973716,https://untappd.com/beer/1137561,https://untappd.com/brewery/76097,Brazil,"Porto Alegre","Rio Grande do Sul",,,,394973716,1137561,76097,,3.88,3.88,,0,0
Canudos,"O Motim","Farmhouse Ale - Saison",6.6,24,,"Rosita Café","Rio de Janeiro",RJ,Brasil,-23.0034,-43.3185,,"2016-12-20 19:27:27",https://untappd.com/c/395952584,https://untappd.com/beer/883730,https://untappd.com/brewery/169433,Brazil,"Rio de Janeiro","Rio de Janeiro",,,,395952584,883730,169433,https://untappd.s3.amazonaws.com/photo/2016_12_20/0add68a18200504cf97a210124ecaa21_raw.jpg,3.66,3.67,,0,0
"Saison à Trois","Cervejaria Invicta","Farmhouse Ale - Saison",5.8,30,,"Rosita Café","Rio de Janeiro",RJ,Brasil,-23.0034,-43.3185,,"2016-12-20 19:58:44",https://untappd.com/c/395961862,https://untappd.com/beer/389336,https://untappd.com/brewery/27854,Brazil,"Ribeirão Preto","São Paulo",,,,395961862,389336,27854,,3.72,3.72,,0,0
Rancor,"Krug Bier","IPA - American",5.2,55,,Beertaste,"Rio de Janeiro",RJ,Brasil,-23.0032,-43.3212,,"2016-12-22 19:42:54",https://untappd.com/c/396594528,https://untappd.com/beer/1462847,https://untappd.com/brewery/20063,Brazil,"Nova Lima","Minas Gerais",,,,396594528,1462847,20063,,3.65,3.66,,0,0
